,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
266,Cancelado,582776036468426442,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
267,Cancelado,582776036468426442,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
268,Cancelado,582776036468426442,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
269,Cancelado,582776036468426442,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
270,Ocorreu,582770534569313377,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
271,Ocorreu,582770320589096919,25.0,21011-44,21011-44
272,Ocorreu,582770056521680463,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
273,Ocorreu,582770056521680463,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
274,Ocorreu,582770056521680463,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
275,Ocorreu,582770056521680463,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
276,Ocorreu,582769656474207390,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
277,Ocorreu,582769656474207390,4.6851,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
278,Ocorreu,582769656474207390,4.6909,AS-F-Preto-Rena-35-40,AS-F-Preto-Rena-35-40
279,Ocorreu,582769656474207390,4.6726,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40
280,Ocorreu,582769656474207390,4.6909,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40
281,Ocorreu,582769596425078421,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
282,Ocorreu,582769450166289569,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
283,Cancelado,582769406385817032,28.0,21003-36,21003-36
284,Ocorreu,582769269248853430,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
285,Cancelado,582769242554074384,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
286,Ocorreu,582769218371224597,4.6909,AS-F-Rosa-Sorvete-35-40,AS-F-Rosa-Sorvete-35-40
287,Ocorreu,582769218371224597,4.6909,AS-F-Rosa-Algodao-Doce-35-40,AS-F-Rosa-Algodao-Doce-35-40
288,Ocorreu,582768818803345401,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
289,Cancelado,582768832869205749,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
290,Ocorreu,582768689497408666,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
291,Ocorreu,582768538522519363,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
292,Ocorreu,582768457800845123,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
293,Ocorreu,582768073508291653,6.0,QS-LM-VC01-Pink -35-40,QS-LM-VC01-Pink -35-40
294,Ocorreu,582767865811535206,25.0345,21007-36,21007-36
295,Ocorreu,582767642266404046,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
296,Cancelado,582767588019308242,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
297,Ocorreu,582767603201967452,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
298,Ocorreu,582767512726439568,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
299,Ocorreu,582767377230694308,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
300,Ocorreu,582767329949615180,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
301,Ocorreu,582767223218996252,5.4166,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41
302,Cancelado,582767235339487131,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
303,Ocorreu,582766967305111394,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
304,Ocorreu,582766873203475946,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
305,Cancelado,582766872132289824,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
306,Ocorreu,582766729064318098,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
307,Ocorreu,582766611206670160,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
308,Ocorreu,582766611206670160,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
309,Ocorreu,582766610899240797,28.098,21001-37,21001-37
310,Ocorreu,582766402775647841,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
311,Ocorreu,582766394745652786,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
312,Ocorreu,582766257384949350,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
313,Ocorreu,582766257384949350,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
314,Ocorreu,582766257384949350,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
315,Ocorreu,582766257384949350,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
316,Ocorreu,582766205481355242,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
317,Ocorreu,582766205481355242,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
318,Ocorreu,582766205481355242,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
319,Ocorreu,582766205481355242,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
320,Ocorreu,582766176920962538,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
321,Ocorreu,582766106873923014,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
322,Cancelado,582766082278000183,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
323,Cancelado,582766045023732976,28.1923,21003-38,21003-38
324,Cancelado,582765995747280628,20.0,PC-SQ-EMCA,PC-SQ-EMCA
325,Ocorreu,582765982428399008,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
326,Ocorreu,582765817786435093,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
327,Ocorreu,582765620431849290,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
328,Ocorreu,582765596749563668,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
329,Ocorreu,582765596749563668,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
330,Ocorreu,582765596749563668,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
331,Ocorreu,582765596749563668,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
332,Ocorreu,582765514185017226,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
333,Ocorreu,582765221579228247,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
334,Ocorreu,582765078211822963,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
335,Ocorreu,582764937429747692,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
336,Ocorreu,582764802013627648,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
337,Ocorreu,582764802013627648,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
338,Ocorreu,582764802013627648,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
339,Ocorreu,582764802013627648,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
340,Ocorreu,582764599786112889,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
341,Ocorreu,582764587609392771,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
342,Ocorreu,582764540194948529,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
343,Ocorreu,582763692375114954,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
344,Ocorreu,582763305398928596,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
345,Ocorreu,582762945220740556,4.6812,AS-F-Rosa-Morango -35-40,AS-F-Rosa-Morango -35-40
346,Ocorreu,582762522690946152,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
347,Ocorreu,582762462571300529,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
348,Cancelado,582762027939563341,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
349,Ocorreu,582762042312329106,28.0,21001-38,21001-38
350,Ocorreu,582762013862429701,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
351,Cancelado,582761774092814196,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
352,Cancelado,582761159703103157,4.6909,AS-F-Cinza-Cupcake-35-40,AS-F-Cinza-Cupcake-35-40
353,Cancelado,582761159703103157,4.6851,AS-F-Preto-Donuts-35-40,AS-F-Preto-Donuts-35-40
354,Cancelado,582761159703103157,4.6909,AS-F-Rosa-Sorvete-35-40,AS-F-Rosa-Sorvete-35-40
355,Cancelado,582761159703103157,4.6909,AS-F-Rosa-Hamster-35-40,AS-F-Rosa-Hamster-35-40
356,Ocorreu,582761073466705338,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
357,Ocorreu,582761073466705338,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
358,Ocorreu,582761073466705338,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
359,Ocorreu,582761073466705338,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
360,Ocorreu,582760802123613810,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
361,Ocorreu,582760684704138546,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
362,Ocorreu,582760638138189136,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
363,Ocorreu,582760638138189136,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
364,Ocorreu,582760638138189136,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
365,Ocorreu,582760638138189136,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
366,Ocorreu,582760585763456650,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
367,Ocorreu,582760585763456650,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
368,Ocorreu,582760545869137049,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
369,Cancelado,582760591131116697,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
370,Ocorreu,582760555473962815,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
371,Ocorreu,582760515475703438,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
372,Cancelado,582760114293802471,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
373,Ocorreu,582760064717588471,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
374,Ocorreu,582760000855180847,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
375,Ocorreu,582759808121275522,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
376,Ocorreu,582759771100185723,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
377,Cancelado,582759679997674800,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
378,Cancelado,582759663305917642,20.0,PC-SQ-EMCA,PC-SQ-EMCA
379,Ocorreu,582759656460485823,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
380,Cancelado,582759599216821453,20.0,PC-SQ-EMCA,PC-SQ-EMCA
381,Ocorreu,582759628344887259,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
382,Ocorreu,582759636454900756,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
383,Ocorreu,582759552061376316,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
384,Ocorreu,582759510949332589,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
385,Ocorreu,582759472568042620,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
386,Cancelado,582759421862905025,20.0,PC-SQ-EMCA,PC-SQ-EMCA
387,Cancelado,582759447023748755,20.0,PC-SQ-EMCA,PC-SQ-EMCA
388,Cancelado,582759439300854955,20.0,PC-SQ-EMCA,PC-SQ-EMCA
389,Cancelado,582759232716506754,20.0,PC-SQ-EMCA,PC-SQ-EMCA
390,Cancelado,582759228000863393,20.0,PC-SQ-EMCA,PC-SQ-EMCA
391,Ocorreu,582759212342544223,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
392,Ocorreu,582759212342544223,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
393,Cancelado,582759135428183418,20.0,PC-SQ-EMCA,PC-SQ-EMCA
394,Cancelado,582759131375830578,20.0,PC-SQ-EMCA,PC-SQ-EMCA
395,Cancelado,582759115671504175,20.0,PC-SQ-EMCA,PC-SQ-EMCA
396,Cancelado,582759103454676271,20.0,PC-SQ-EMCA,PC-SQ-EMCA
397,Ocorreu,582759041499694978,28.1923,21002-37,21002-37
398,Cancelado,582759028989593467,20.0,PC-SQ-EMCA,PC-SQ-EMCA
399,Ocorreu,582758962422974300,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
400,Cancelado,582758868480853350,20.0,PC-SQ-EMCA,PC-SQ-EMCA
401,Cancelado,582758841077237589,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
402,Cancelado,582758828812109087,20.0,PC-SQ-EMCA,PC-SQ-EMCA
403,Cancelado,582758796878054940,20.0,PC-SQ-EMCA,PC-SQ-EMCA
404,Ocorreu,582758537669084745,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
405,Cancelado,582758569169945816,20.0,PC-SQ-EMCA,PC-SQ-EMCA
406,Ocorreu,582758548431078951,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
407,Cancelado,582758476480349377,20.0,PC-SQ-EMCA,PC-SQ-EMCA
408,Ocorreu,582758490222200376,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
409,Cancelado,582758370201339652,20.0,PC-SQ-EMCA,PC-SQ-EMCA
410,Cancelado,582758406692898639,20.0,PC-SQ-EMCA,PC-SQ-EMCA
411,Cancelado,582758356199507003,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
412,Cancelado,582758318248920606,20.0,PC-SQ-EMCA,PC-SQ-EMCA
413,Cancelado,582758216070824990,20.0,PC-SQ-EMCA,PC-SQ-EMCA
414,Cancelado,582758249465480666,20.0,PC-SQ-EMCA,PC-SQ-EMCA
415,Cancelado,582758174795138823,20.0,PC-SQ-EMCA,PC-SQ-EMCA
416,Cancelado,582758092984387209,20.0,PC-SQ-EMCA,PC-SQ-EMCA
417,Ocorreu,582758007656646653,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
418,Cancelado,582757789663724666,20.0,PC-SQ-EMCA,PC-SQ-EMCA
419,Ocorreu,582757478739445275,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
420,Ocorreu,582757377485341924,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
421,Ocorreu,582757311898158888,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
422,Cancelado,582757249313048493,20.0,PC-SQ-EMCA,PC-SQ-EMCA
423,Cancelado,582757086545609930,20.0,PC-SQ-EMCA,PC-SQ-EMCA
424,Cancelado,582757021113157416,20.0,PC-SQ-EMCA,PC-SQ-EMCA
425,Cancelado,582754536304379282,20.0,PC-SQ-EMCA,PC-SQ-EMCA
426,Cancelado,582754506621551842,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
427,Ocorreu,582754419371313018,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
428,Cancelado,582754292244842362,20.0,PC-SQ-EMCA,PC-SQ-EMCA
429,Cancelado,582754309276140853,20.0,PC-SQ-EMCA,PC-SQ-EMCA
430,Cancelado,582754179218507340,20.0,PC-SQ-EMCA,PC-SQ-EMCA
431,Ocorreu,582754000550528423,25.2632,21009-42,21009-42
432,Cancelado,582753904918496585,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
433,Ocorreu,582753681681254193,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
434,Cancelado,582753513443918855,20.0,PC-SQ-EMCA,PC-SQ-EMCA
435,Cancelado,582753233952671393,20.0,PC-SQ-EMCA,PC-SQ-EMCA
436,Cancelado,582753248401131054,20.0,PC-SQ-EMCA,PC-SQ-EMCA
437,Cancelado,582753082252690916,20.0,PC-SQ-EMCA,PC-SQ-EMCA
438,Ocorreu,582753047299523954,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
439,Cancelado,582752879551874463,20.0,PC-SQ-EMCA,PC-SQ-EMCA
440,Cancelado,582752762982597901,20.0,PC-SQ-EMCA,PC-SQ-EMCA
441,Ocorreu,582752760002020383,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
442,Ocorreu,582752564844136206,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
443,Ocorreu,582752564177569733,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
444,Cancelado,582752330144187900,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
445,Ocorreu,582752118880568554,28.1923,21001-41,21001-41
446,Ocorreu,582752124910863493,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
447,Cancelado,582752001165722842,20.0,PC-SQ-EMCA,PC-SQ-EMCA
448,Cancelado,582751950342554882,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
449,Ocorreu,582751893918942407,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
450,Cancelado,582751881793275085,20.0,PC-SQ-EMCA,PC-SQ-EMCA
451,Cancelado,582751888976086929,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
452,Ocorreu,582751784211809967,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
453,Ocorreu,582751784211809967,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
454,Cancelado,582751781363484335,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
455,Cancelado,582751781363484335,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
456,Cancelado,582751727449375909,20.0,PC-SQ-EMCA,PC-SQ-EMCA
457,Ocorreu,582751706833389482,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
458,Cancelado,582751655369737848,20.0,PC-SQ-EMCA,PC-SQ-EMCA
459,Ocorreu,582751586600978287,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
460,Ocorreu,582751413949532022,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
461,Cancelado,582751135338955893,20.0,PC-SQ-EMCA,PC-SQ-EMCA
462,Ocorreu,582751148208260325,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
463,Cancelado,582751120842786047,20.0,PC-SQ-EMCA,PC-SQ-EMCA
464,Cancelado,582750894789920336,20.0,PC-SQ-EMCA,PC-SQ-EMCA
465,Ocorreu,582750503917946144,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
466,Ocorreu,582750490839778526,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
467,Cancelado,582750460944811988,20.0,PC-SQ-EMCA,PC-SQ-EMCA
468,Cancelado,582750354234443289,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
469,Ocorreu,582750304865715365,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
470,Ocorreu,582750110939055928,25.0,210007-40,21006-40
471,Cancelado,582750096177071321,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
472,Ocorreu,582750066749245028,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
473,Cancelado,582749990256805476,15.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
474,Cancelado,582749775149434284,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
475,Cancelado,582749775149434284,20.0,PC-SQ-EMCA,PC-SQ-EMCA
476,Cancelado,582749775149434284,4.6876,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40
477,Cancelado,582749775149434284,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
478,Cancelado,582749775149434284,4.6909,AS-F-Rosa-Algodao-Doce-35-40,AS-F-Rosa-Algodao-Doce-35-40
479,Ocorreu,582741333943224283,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
480,Ocorreu,582749679699331060,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
481,Cancelado,582749530088965854,20.0,PC-SQ-EMCA,PC-SQ-EMCA
482,Cancelado,582749344698369652,20.0,PC-SQ-EMCA,PC-SQ-EMCA
483,Cancelado,582749237493269888,20.0,PC-SQ-EMCA,PC-SQ-EMCA
484,Ocorreu,582749172067632408,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
485,Cancelado,582749165531924199,20.0,PC-SQ-EMCA,PC-SQ-EMCA
486,Cancelado,582749163793974606,20.0,PC-SQ-EMCA,PC-SQ-EMCA
487,Cancelado,582749142492219239,20.0,PC-SQ-EMCA,PC-SQ-EMCA
488,Cancelado,582748993906247190,20.0,PC-SQ-EMCA,PC-SQ-EMCA
489,Ocorreu,582748842196240372,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
490,Ocorreu,582748842196240372,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
491,Ocorreu,582748842196240372,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
492,Ocorreu,582748842196240372,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
493,Cancelado,582748450009744881,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
494,Cancelado,582748450009744881,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
495,Cancelado,582748450009744881,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
496,Cancelado,582748450009744881,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
497,Cancelado,582748122286228640,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
498,Ocorreu,582748151281059511,5.4165,HM-BAF-Rosa-35-41,HM-BAF-Rosa-35-41
499,Ocorreu,582748151281059511,5.415,HM-BAF-Chumbo -35-41,HM-BAF-Chumbo -35-41
500,Ocorreu,582748151281059511,5.4166,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41
501,Ocorreu,582747879224936249,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
502,Ocorreu,582747771374765460,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
503,Ocorreu,582747708265170842,4.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
